maximum_stress
0.002184733
0.002184733
0.002184733
0.00047088
0.00047088
0.00047088
0.006717172
0.006717172
0.006717172
0.006721391
0.006721391
0.006721391
0.009205872
0.009205872
0.009205872
0.003815048
0.003815048
0.003815048
0.005154358
0.005154358
0.005154358
0.008199581
0.008199581
0.008199581
0.000346119
0.000346119
0.000346119
0.000535047
0.000535047
0.000535047
0.005255427
0.005255427
0.005255427
0.006641759
0.006641759
0.006641759
7.71E-05
7.71E-05
7.71E-05
0.003814194
0.003814194
0.003814194
0.000668797
0.000668797
0.000668797
0.004150549
0.004150549
0.004150549
0.006794446
0.006794446
0.006794446
0.005837256
0.005837256
0.005837256
0.009164654
0.009164654
0.009164654
0.008347291
0.008347291
0.008347291
0.005228193
